Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date,RPT_REC_NUM,inpatient_days,rn_hours,rn_hr_per_day,lpn_hours,lpn_hr_day,asst_hours,asst_hr_per_day,NPI_rn,total_hours_per_day,tot_hours,CMS_RN_rank,CMS_LPN_rank,CMS_aide_rank,CMS_tot_rank,CMS_RN_rankpct,CMS_LPN_rankpct,CMS_aide_rankpct,CMS_tot_rankpct,Latlong,lat,long,Percent with fall,Percent restrained,Percent_antianxiety,Percent_antipsychotic,Percent with psych meds,Fall_Rank,Restrained_rank,Psych_meds_rank
315126,BISHOP MCCARTHY CENTER FOR REHABILITATION & HC,1045 E CHESTNUT AVE,VINELAND,NJ,8360,8566922850,190,Cumberland,For profit - Corporation,182,166.1,Medicare and Medicaid,False,VINELAND OPERATING LLC,01/01/1975,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,1.79558,0.83784,0.52098,1.35883,3.15441,0.08539,1.99948,0.70817,0.33389,3.04154,1.86955,0.88785,0.58457,3.32593,11/09/2018,7.0,7.0,0.0,24.0,1.0,0.0,24.0,09/28/2017,3,3,0.0,16.0,1.0,0.0,16.0,2016-10-20,15,14,1,88,1,0,88,32.0,0,11,0,0.0,0,0,"1045 E CHESTNUT AVE VINELAND, NJ 08360 (39.478313, -75.011486)",06/01/2019,1195958,60285.0,31119.0,0.516198059219,65862.0,1.09251057477,143221.0,2.37573193995,315126,3.98444057394,240202.0,236.0,81.0,145.0,164.0,0.694117647059,0.238235294118,0.426470588235,0.482352941176,"39.478313, -75.011486)",39.478313, -75.011486,3.455283,0.0,15.131581,10.570824,25.702405,270.0,140.0,164.0
315477,CARE ONE AT WAYNE - SNF,493 BLACK OAK RIDGE ROAD,WAYNE,NJ,7470,9736929500,320,Passaic,For profit - Corporation,73,67.8,Medicare,False,"493 BLACK OAK RIDGE ROAD, LLC",06/24/2002,False,False,False,False,None,Yes,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,5.0,,,,2.03641,0.99334,1.66153,2.65487,4.69128,0.44921,2.29733,1.05082,0.58605,3.9342,1.8454,0.70938,1.06217,3.82405,08/17/2018,2.0,2.0,0.0,8.0,1.0,0.0,8.0,06/09/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-05-18,7,4,3,44,1,0,44,14.0,0,2,0,0.0,0,0,"493 BLACK OAK RIDGE ROAD WAYNE, NJ 07470 (40.957805, -74.269467)",06/01/2019,1195972,20667.0,13466.0,0.651570135966,15990.0,0.773697198432,42344.0,2.04887017951,315477,3.47413751391,71800.0,190.0,231.0,273.0,276.0,0.558823529412,0.679411764706,0.802941176471,0.811764705882,"40.957805, -74.269467)",40.957805, -74.269467,0.0,0.0,17.500002,0.0,17.500002,14.0,140.0,68.0
315177,GATEWAY CARE CENTER,139 GRANT AVE,EATONTOWN,NJ,7724,7325424700,290,Monmouth,For profit - Corporation,178,160.4,Medicare and Medicaid,False,"GATEWAY CARE CENTER, LLC",01/01/1981,False,False,False,False,Resident,Yes,2.0,,2.0,,3.0,,5.0,,1.0,,3.0,,3.0,,,,1.80309,0.70987,0.42761,1.13748,2.94057,0.04406,1.81213,0.64733,0.29208,2.75155,2.07147,0.82293,0.54848,3.42724,11/15/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,09/08/2017,6,5,1.0,36.0,1.0,0.0,36.0,2016-07-18,11,10,1,48,1,0,48,22.0,0,5,0,0.0,0,0,"139 GRANT AVE EATONTOWN, NJ 07724 (40.292641, -74.064028)",06/01/2019,1202211,58360.0,21397.0,0.366638108293,48624.0,0.833173406443,111297.0,1.90707676491,315177,3.10688827964,181318.0,296.0,202.0,309.0,315.0,0.870588235294,0.594117647059,0.908823529412,0.926470588235,"40.292641, -74.064028)",40.292641, -74.064028,3.015872,0.0,15.206611,7.056452,22.263063,238.0,140.0,127.0
315349,INGLEMOOR CENTER,333 GRAND AVE,ENGLEWOOD,NJ,7631,2015680900,100,Bergen,For profit - Corporation,62,53.2,Medicare and Medicaid,False,333 GRAND AVENUE OPERATIONS LLC,02/15/1996,False,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,5.0,,5.0,,3.0,,4.0,,,,1.77144,0.60247,0.90925,1.51172,3.28316,0.11412,2.19646,0.73613,0.33086,3.26346,1.67901,0.61417,1.02956,3.22629,05/15/2018,3.0,2.0,1.0,8.0,1.0,0.0,8.0,03/10/2017,5,5,0.0,28.0,1.0,0.0,28.0,2016-04-14,6,6,0,20,1,0,20,16.667,0,2,0,0.0,0,0,"333 GRAND AVE ENGLEWOOD, NJ 07631 (40.882014, -73.978118)",06/01/2019,1212217,19510.0,25633.23,1.31385084572,15161.79,0.777129164531,44275.28,2.26936340338,315349,4.36034341363,85070.3,40.0,230.0,188.0,96.0,0.117647058824,0.676470588235,0.552941176471,0.282352941176,"40.882014, -73.978118)",40.882014, -73.978118,5.454546,2.424241,20.394737,6.338031,26.732768,334.0,338.0,180.0
315254,ALARIS HEALTH AT BOULEVARD EAST,6819 BOULEVARD EAST,GUTTENBERG,NJ,7093,2018683600,230,Hudson,For profit - Individual,108,98.8,Medicare and Medicaid,False,"PALISADE OPERATIONS, LLC",02/01/1988,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,5.0,,4.0,,4.0,,5.0,,,,1.88787,0.0,1.04002,1.04002,2.92789,0.05031,1.73971,0.57985,0.24904,2.5686,2.25915,0.0,1.56458,3.65551,12/11/2017,2.0,2.0,0.0,4.0,1.0,0.0,4.0,09/27/2016,1,1,0.0,0.0,0.0,0.0,0.0,2015-08-18,1,1,0,0,1,0,0,2.0,0,0,0,0.0,0,0,"6819 BOULEVARD EAST GUTTENBERG, NJ 07093 (40.790238, -74.001282)",06/01/2019,1202235,36900.0,32233.0,0.87352303523,5154.0,0.139674796748,74582.0,2.02119241192,315254,3.0343902439,111969.0,130.0,339.0,280.0,323.0,0.382352941176,0.997058823529,0.823529411765,0.95,"40.790238, -74.001282)",40.790238, -74.001282,1.79487,0.0,28.534029,21.428571,49.9626,125.0,140.0,330.0
315195,AUTUMN LAKE HEALTHCARE AT BERKELEY HEIGHTS,35 COTTAGE STREET,BERKELEY HEIGHTS,NJ,7922,9088971000,370,Union,For profit - Partnership,130,91.2,Medicare and Medicaid,False,BHEIGHTS ASSOCIATES LLC,07/19/1983,False,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,5.0,,5.0,,4.0,,4.0,,,,2.30786,0.82416,0.85265,1.67681,3.98467,0.07937,2.043,0.68928,0.31513,3.04741,2.35175,0.89729,1.01366,4.19325,04/02/2019,9.0,7.0,2.0,48.0,1.0,0.0,48.0,03/16/2018,3,3,0.0,12.0,1.0,0.0,12.0,2017-02-15,3,3,0,16,1,0,16,30.667,0,8,0,0.0,0,0,"35 COTTAGE STREET BERKELEY HEIGHTS, NJ 07922 (40.68164, -74.437915)",06/01/2019,1202217,37410.0,27343.0,0.730900828655,28009.0,0.748703555199,86063.0,2.30053461641,315195,3.78013900027,141415.0,172.0,246.0,176.0,212.0,0.505882352941,0.723529411765,0.517647058824,0.623529411765,"40.68164, -74.437915)",40.68164, -74.437915,1.587301,0.0,18.122976,12.913905,31.036881,106.0,140.0,226.0
315017,BERGEN NEW BRIDGE  MEDICAL CENTER,230 E RIDGEWOOD AVE,PARAMUS,NJ,7652,2019674000,100,Bergen,Non profit - Corporation,574,526.8,Medicare and Medicaid,True,BERGEN COUNTY IMPROVEMENT AUTHORITY,01/01/1967,False,False,False,False,Both,Yes,4.0,,3.0,,4.0,,5.0,,2.0,,4.0,,4.0,,,,2.19599,0.45115,0.73641,1.18756,3.38355,0.03264,1.96231,0.65047,0.32283,2.93561,2.32976,0.52048,0.8546,3.69626,08/08/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,05/09/2017,4,4,0.0,28.0,1.0,0.0,28.0,2016-04-26,3,3,0,28,1,0,28,16.0,0,0,0,0.0,0,0,"230 E RIDGEWOOD AVE PARAMUS, NJ 07652 (40.958602, -74.062151)",06/01/2019,,,,,,,,,,,,,,,,,,,,"40.958602, -74.062151)",40.958602, -74.062151,2.056432,0.0,29.99007,16.302954,46.293024,147.0,140.0,320.0
315496,NEW JERSEY VETERANS MEMORIAL VINELAND,524 NORTH WEST BLVD,VINELAND,NJ,8360,8564054207,190,Cumberland,Government - State,300,294.4,Medicare,False,NEW JERSEY MEMORIAL HOME MEMBER'S FUND,05/01/2006,False,False,False,False,Both,Yes,4.0,,3.0,,4.0,,4.0,,3.0,,5.0,,5.0,,,,2.59988,0.86875,0.94507,1.81382,4.41371,0.0215,1.82731,0.62541,0.27362,2.72634,2.96205,1.04242,1.29401,5.19175,04/13/2018,3.0,3.0,0.0,12.0,1.0,0.0,12.0,04/21/2017,4,4,0.0,24.0,1.0,0.0,24.0,2016-04-22,2,2,0,20,1,0,20,17.333,0,0,0,0.0,0,0,"524 NORTH WEST BLVD VINELAND, NJ 08360 (39.496213, -75.025432)",06/01/2019,,,,,,,,,,,,,,,,,,,,"39.496213, -75.025432)",39.496213, -75.025432,3.40136,0.0,26.678767,10.30303,36.981797,268.0,140.0,283.0
315384,ROSE MOUNTAIN CARE CENTER,ROUTE 1 & 18,NEW BRUNSWICK,NJ,8901,7328282400,270,Middlesex,For profit - Corporation,112,93.5,Medicare and Medicaid,False,"ROSE MOUNTAIN CARE CENTER, INC.",12/01/1997,False,False,False,False,Resident,Yes,4.0,,4.0,,3.0,,5.0,,2.0,,2.0,,2.0,,,,1.81629,0.84273,0.32973,1.17246,2.98874,0.04318,1.82818,0.64227,0.27249,2.74293,2.06831,0.98465,0.45334,3.49432,09/07/2018,1.0,1.0,0.0,4.0,0.0,0.0,4.0,06/26/2017,1,1,0.0,4.0,1.0,0.0,4.0,2016-05-18,7,7,0,44,1,0,44,10.667,0,0,0,0.0,0,0,"18 NEW BRUNSWICK, NJ 08901 (40.492532, -74.439613)",06/01/2019,1210812,33186.0,15073.0,0.454197553185,30222.0,0.910685228711,65787.0,1.98237208461,315384,3.34725486651,111082.0,265.0,164.0,290.0,286.0,0.779411764706,0.482352941176,0.852941176471,0.841176470588,"40.492532, -74.439613)",40.492532, -74.439613,2.521007,0.0,4.941859,12.79762,17.739479,197.0,140.0,71.0
315341,CLARK NURSING AND REHAB CNTR,1213 WESTFIELD AVENUE,CLARK,NJ,7066,7323967100,370,Union,For profit - Corporation,140,130.6,Medicare and Medicaid,False,CLARK NURSING AND REHABILITATION CENTER LLC,03/03/1995,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,4.0,,5.0,,2.0,,2.0,,,,1.57291,0.47999,0.43368,0.91367,2.48659,0.13397,2.2215,0.77965,0.47996,3.4811,1.47404,0.46201,0.33852,2.29074,03/15/2019,9.0,9.0,0.0,52.0,0.0,0.0,52.0,01/25/2018,17,17,0.0,100.0,1.0,0.0,100.0,2016-12-23,6,6,0,24,1,0,24,63.333,0,0,1,3250.0,0,1,"1213 WESTFIELD AVENUE CLARK, NJ 07066 (40.626631, -74.320798)",06/01/2019,1207966,43831.0,43292.0,0.987702767448,33347.0,0.760808560151,115004.0,2.62380506947,315341,4.37231639707,191643.0,91.0,239.0,85.0,91.0,0.267647058824,0.702941176471,0.25,0.267647058824,"40.626631, -74.320798)",40.626631, -74.320798,3.107344,1.9774,17.664672,13.690476,31.355148,250.0,335.0,232.0
315397,PREFERRED CARE AT WALL,2350 HOSPITAL ROAD,ALLENWOOD,NJ,8720,7326838600,290,Monmouth,For profit - Corporation,135,121.7,Medicare and Medicaid,False,PREFERRED CARE HOLDINGS LLC,09/02/1997,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,1.90036,0.70099,0.5577,1.2587,3.15906,0.12627,1.95492,0.71899,0.35345,3.02736,2.02375,0.73165,0.59114,3.34644,08/29/2018,6.0,3.0,3.0,28.0,0.0,0.0,28.0,06/21/2017,3,3,0.0,24.0,1.0,0.0,24.0,2016-06-15,6,6,0,24,1,0,24,26.0,0,3,1,3900.0,0,1,"2350 HOSPITAL ROAD ALLENWOOD, NJ 08720 (40.138694, -74.128902)",06/01/2019,1202269,39664.0,24066.0,0.606746672045,32642.0,0.822962888261,85108.0,2.14572408229,315397,3.5754336426,141816.0,202.0,208.0,234.0,256.0,0.594117647059,0.611764705882,0.688235294118,0.752941176471,"40.138694, -74.128902)",40.138694, -74.128902,1.515152,0.0,18.750003,3.57143,22.321433,100.0,140.0,128.0
315363,GATES MANOR,111-115 GATES AVENUE,MONTCLAIR,NJ,7042,9737464616,200,Essex,For profit - Partnership,64,52.3,Medicare and Medicaid,False,GATES MANOR L.L.C.,12/31/1996,False,False,False,False,Resident,Yes,3.0,,3.0,,3.0,,4.0,,3.0,,2.0,,2.0,,,,2.17015,0.76435,0.37752,1.14187,3.31202,0.0,2.14904,0.75965,0.36811,3.27679,2.1023,0.75508,0.38422,3.24141,12/04/2018,3.0,2.0,1.0,12.0,1.0,0.0,12.0,09/26/2017,5,5,0.0,32.0,1.0,0.0,32.0,2016-10-11,1,1,0,4,1,0,4,17.333,1,0,1,3250.0,0,1,"111 115 GATES AVENUE MONTCLAIR, NJ 07042 (40.80675, -74.22169)",06/01/2019,1192744,18696.0,10680.0,0.571245186136,14058.0,0.751925545571,49145.0,2.62863714163,315363,3.95180787334,73883.0,215.0,242.0,83.0,168.0,0.632352941176,0.711764705882,0.244117647059,0.494117647059,"40.80675, -74.22169)",40.80675, -74.22169,0.561797,0.0,10.429447,7.69231,18.121757,41.0,140.0,76.0
315279,JFK HARTWYCK AT EDISON ESTATES,10 BRUNSWICK AVENUE,EDISON,NJ,8817,7329851500,270,Middlesex,Non profit - Corporation,280,210.9,Medicare and Medicaid,False,"HARTWYCK AT OAK TREE, INC",07/01/1989,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,5.0,,4.0,,3.0,,4.0,,,,1.59582,0.74217,0.60832,1.35049,2.94631,0.04647,1.92305,0.68268,0.30873,2.91445,1.72761,0.81583,0.7382,3.24199,04/10/2019,3.0,3.0,0.0,16.0,0.0,0.0,16.0,02/08/2018,7,4,3.0,48.0,1.0,0.0,48.0,2017-01-13,9,9,0,48,1,0,48,32.0,0,8,0,0.0,0,0,"10 BRUNSWICK AVENUE EDISON, NJ 08817 (40.525964, -74.411059)",06/01/2019,1195967,79165.0,59700.0,0.754121139392,79074.0,0.998850502116,158337.0,2.00008842291,315279,3.75306006442,297111.0,162.0,119.0,285.0,216.0,0.476470588235,0.35,0.838235294118,0.635294117647,"40.525964, -74.411059)",40.525964, -74.411059,2.519891,4.244033,7.891158,12.481857,20.373015,196.0,345.0,99.0
315497,ALLENDALE NURSING HOME,85 HARRETON ROAD,ALLENDALE,NJ,7401,2018250660,100,Bergen,For profit - Corporation,120,75.3,Medicare and Medicaid,False,ALLENDALE NURSING HOME INC,06/02/2006,False,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,5.0,,4.0,,5.0,,5.0,,,,2.44202,0.39781,1.20837,1.60619,4.04821,0.09211,2.19313,0.69445,0.30566,3.19324,2.31812,0.42988,1.48109,4.06557,04/25/2019,6.0,6.0,0.0,36.0,1.0,0.0,36.0,02/23/2018,5,4,1.0,20.0,1.0,0.0,20.0,2017-01-26,2,2,0,8,1,0,8,26.0,0,2,0,0.0,0,0,"85 HARRETON ROAD ALLENDALE, NJ 07401 (41.045066, -74.120438)",06/01/2019,1199527,30047.0,26254.0,0.873764435717,18906.0,0.629214231038,91926.0,3.05940692914,315497,4.5623855959,137086.0,129.0,284.0,38.0,72.0,0.379411764706,0.835294117647,0.111764705882,0.211764705882,"41.045066, -74.120438)",41.045066, -74.120438,2.390437,0.0,12.719297,5.714286,18.433583,184.0,140.0,78.0
315524,LAUREL BROOK REHABILITATION AND HEALTHCARE CENTER,3718 CHURCH ROAD,MOUNT LAUREL,NJ,8054,8562357100,150,Burlington,For profit - Partnership,220,117.0,Medicare and Medicaid,False,LAUREL BROOK OPERATOR LLC,11/28/2017,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,5.0,,4.0,,3.0,,3.0,,,,1.86081,0.95672,0.62767,1.58439,3.4452,0.14277,2.01906,0.74241,0.37285,3.13432,1.91868,0.96705,0.6307,3.52501,05/14/2018,3.0,2.0,1.0,12.0,1.0,0.0,12.0,11/28/2017,0,0,0.0,0.0,0.0,0.0,0.0,,.,.,.,.,.,.,.,7.2,0,6,0,0.0,0,0,"3718 CHURCH ROAD MOUNT LAUREL, NJ 08054 (39.929898, -74.976012)",06/01/2019,,,,,,,,,,,,,,,,,,,,"39.929898, -74.976012)",39.929898, -74.976012,2.941177,0.0,11.379311,4.999998,16.379309,231.5,140.0,54.0
315239,CHILDRENS SPECIALIZED HOSPITAL MOUNTAINSIDE,150 NEW PROVIDENCE ROAD,MOUNTAINSIDE,NJ,7092,9082333720,370,Union,Non profit - Other,46,47.2,Medicare and Medicaid,True,Legal Business Name Not Available,10/06/1986,False,False,False,False,Family,Yes,4.0,,2.0,,5.0,,5.0,,,2.0,4.0,,4.0,,,,2.614,1.33469,2.27924,3.61393,6.22793,0.05629,2.44258,1.01918,1.13193,4.5937,2.22796,0.98275,0.75437,4.34782,10/26/2018,7.0,5.0,2.0,44.0,1.0,0.0,44.0,08/02/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-08-18,0,0,0,0,0,0,0,24.667,0,4,0,0.0,0,0,"150 NEW PROVIDENCE ROAD MOUNTAINSIDE, NJ 07092 (40.668692, -74.353977)",06/01/2019,,,,,,,,,,,,,,,,,,,,"40.668692, -74.353977)",40.668692, -74.353977,0.0,0.0,47.457628,1.136363,48.593991,14.0,140.0,327.0
315274,"COMPLETE CARE AT LAURELTON, LLC",475 JACK MARTIN BLVD,BRICK,NJ,8724,7324586600,310,Ocean,For profit - Partnership,180,80.5,Medicare and Medicaid,False,COMPLETE CARE AT LAURELTON LLC,04/12/1989,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,5.0,,5.0,,4.0,,4.0,,,,1.99534,0.8139,0.62755,1.44145,3.4368,0.09138,1.94431,0.68519,0.31641,2.94592,2.13649,0.8914,0.74304,3.7413,12/04/2018,4.0,4.0,0.0,16.0,0.0,0.0,16.0,07/31/2017,2,2,0.0,12.0,1.0,0.0,12.0,2016-06-10,7,7,0,44,1,0,44,19.333,0,0,0,0.0,0,0,"475 JACK MARTIN BLVD BRICK, NJ 08724 (40.08035, -74.133529)",06/01/2019,1195966,34639.0,37312.81,1.07719073876,30942.85,0.893295129767,71728.48,2.07074338174,315274,4.04122925027,139984.14,69.0,173.0,262.0,153.0,0.202941176471,0.508823529412,0.770588235294,0.45,"40.08035, -74.133529)",40.08035, -74.133529,2.545453,0.0,16.730037,5.349793,22.07983,202.0,140.0,126.0
315513,"POWERBACK REHABILITATION, ROUTE 73",113 SOUTH ROUTE 73,VOORHEES,NJ,8043,8568093500,160,Camden,For profit - Corporation,124,112.4,Medicare and Medicaid,False,SR-73 AND LAKESIDE AVENUE OPERATIONS LLC,02/07/2013,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,,2.0,5.0,,5.0,,5.0,,,,1.91391,1.00797,1.75257,2.76053,4.67445,0.38978,2.14497,0.97221,0.56693,3.68411,1.8576,0.77803,1.15814,4.069,05/24/2018,3.0,3.0,0.0,24.0,1.0,0.0,24.0,03/31/2017,4,3,1.0,16.0,1.0,0.0,16.0,2016-03-11,3,3,0,24,1,0,24,21.333,0,3,1,3250.0,0,1,"113 SOUTH ROUTE VOORHEES, NJ 08043 (39.739085, -75.316263)",06/01/2019,1194737,41387.0,103458.0,2.49977045932,34655.0,0.837340227608,91469.0,2.21009012492,315513,5.54720081185,229582.0,9.0,196.0,207.0,30.0,0.0264705882353,0.576470588235,0.608823529412,0.0882352941176,"39.739085, -75.316263)",39.739085, -75.316263,,,,,,,,
315459,NEW JERSEY VETERANS MEMORIAL HOME MENLO,132 EVERGREEN RD,EDISON,NJ,8818,7324524100,270,Middlesex,Government - State,328,291.7,Medicare,False,NEW JERSEY VETERANS MEMORIAL HOME MENLO PARK,10/26/1999,False,False,False,False,Both,Yes,1.0,,1.0,,3.0,,3.0,,3.0,,1.0,12.0,1.0,12.0,,,1.74907,0.50354,0.48349,0.98703,2.7361,0.03271,1.91306,0.61402,0.26866,2.79573,1.9034,0.61541,0.67423,3.13853,01/15/2019,14.0,14.0,0.0,56.0,1.0,0.0,56.0,09/29/2017,7,7,0.0,36.0,1.0,0.0,36.0,2016-09-19,4,4,0,24,1,0,24,44.0,0,0,0,0.0,0,0,"132 EVERGREEN RD EDISON, NJ 08818 (40.553918, -74.332987)",06/01/2019,,,,,,,,,,,,,,,,,,,,"40.553918, -74.332987)",40.553918, -74.332987,3.691275,0.419816,13.428828,13.08811,26.516938,288.0,302.0,176.0
315523,CONTINUING CARE AT LANTERN HILL,537 MOUNTAIN AVENUE,NEW PROVIDENCE,NJ,7974,9085169300,370,Union,Non profit - Corporation,40,25.9,Medicare,False,LANTERN HILL INC,07/21/2017,True,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,3.35347,1.00956,1.95924,2.9688,6.32227,0.25111,2.31611,0.85043,0.45494,3.62148,3.01428,0.89085,1.61344,5.59855,02/13/2019,3.0,3.0,0.0,12.0,1.0,0.0,12.0,01/11/2018,5,5,0.0,16.0,1.0,0.0,16.0,2017-07-21,0,0,0,0,0,0,0,11.333,0,0,0,0.0,0,0,"537 MOUNTAIN AVENUE NEW PROVIDENCE, NJ 07974 (40.687262, -74.398502)",06/01/2019,1211205,2061.0,8532.0,4.13973799127,3710.0,1.80009704027,10884.0,5.28093158661,315523,11.2207666181,23126.0,2.0,11.0,3.0,3.0,0.00588235294118,0.0323529411765,0.00882352941176,0.00882352941176,"40.687262, -74.398502)",40.687262, -74.398502,2.22222,0.0,11.90476,26.666668,38.571428,171.0,140.0,292.0
315199,IMPERIAL CARE CENTER,919 GREEN GROVE ROAD,NEPTUNE,NJ,7753,7329223400,290,Monmouth,For profit - Corporation,121,102.9,Medicare and Medicaid,False,"THE GROVE HEALTHCARE AND REHABILITATION CENTER, LLC",03/01/1984,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,4.0,,5.0,,3.0,,3.0,,,,2.21716,0.82897,0.51134,1.34031,3.55747,0.05587,1.97128,0.69651,0.31454,2.98233,2.34152,0.89315,0.60905,3.82538,07/31/2018,7.0,2.0,5.0,36.0,1.0,0.0,36.0,05/05/2017,3,3,0.0,16.0,1.0,0.0,16.0,2016-07-26,6,6,0,16,1,0,16,26.0,0,7,0,0.0,0,0,"919 GREEN GROVE ROAD NEPTUNE, NJ 07753 (40.225999, -74.073004)",06/01/2019,1192442,38655.0,19951.58,0.516144871297,27507.01,0.711602897426,89268.19,2.30935687492,315199,3.53710464364,136726.78,237.0,257.0,172.0,266.0,0.697058823529,0.755882352941,0.505882352941,0.782352941176,"40.225999, -74.073004)",40.225999, -74.073004,2.122016,0.0,20.512821,8.722743,29.235564,156.0,140.0,206.0
315280,SILVER HEALTHCARE CENTER,1417 BRACE ROAD,CHERRY HILL,NJ,8034,8567953131,160,Camden,For profit - Individual,256,196.1,Medicare and Medicaid,False,THE SILVERCARE LLC,06/01/1989,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,3.0,,5.0,,1.0,12.0,1.0,12.0,6.0,6.0,,,,,,,,,,,,,,,04/24/2018,10.0,8.0,2.0,52.0,1.0,0.0,52.0,03/31/2017,11,10,5.0,72.0,1.0,0.0,72.0,2016-05-18,19,12,7,108,1,0,108,68.0,0,40,3,81157.0,0,3,"1417 BRACE ROAD CHERRY HILL, NJ 08034 (39.891866, -75.01785)",06/01/2019,1203527,70646.0,90776.0,1.28494182261,61193.0,0.866191999547,264149.0,3.73905104323,315280,5.89018486539,416118.0,43.0,184.0,16.0,21.0,0.126470588235,0.541176470588,0.0470588235294,0.0617647058824,"39.891866, -75.01785)",39.891866, -75.01785,3.133512,4.90463,39.971138,17.808218,57.779356,252.0,346.0,339.0
